cve_periodo,cve_institucion,Concentracion,Monto_Acumulado,Participacion_Acumulada
201502,040036,Cliente 150,1.29498E+11,0.9295
201611,040002,Cliente 17,45267501916,0.1843
201501,040012,Cliente 160,1.45044E+11,0.5121
201503,040072,Cliente 3,9476558089,0.0558
201610,040014,Cliente 20,71592562531,0.2497
201606,040012,Cliente 11,51376638085,0.1425
201605,040012,Cliente 150,1.75764E+11,0.4984
201601,040014,Cliente 160,1.21067E+11,0.4757
201509,040012,Cliente 130,1.49973E+11,0.473
201608,040072,Cliente 18,40469216154,0.2143
201507,040002,Cliente 90,75238049614,0.4058
201601,040036,Cliente 13,71045482071,0.442
201511,040044,Cliente 11,19533136108,0.2582
201507,040072,Cliente 70,73028177156,0.4258
201602,040021,Cliente 6,16609435032,0.1279
201511,040021,Cliente 90,72902533701,0.5933
201508,040036,Cliente 10,57232568497,0.3745
201603,040021,Cliente 19,35454381164,0.2727
201607,040044,Cliente 16,23264631876,0.2635
201501,040014,Cliente 17,39038750771,0.1775
201507,040072,Cliente 18,37258061346,0.2172
201607,040012,Cliente 170,1.87613E+11,0.5098
201504,040036,Cliente 6,38139239883,0.2438
201509,040072,Cliente 70,74298466302,0.4321
201604,040044,Cliente 4,11181113654,0.135
201610,040072,Cliente 140,1.06208E+11,0.5494
201610,040021,Cliente 80,75936600908,0.557
201605,040021,Cliente 300,1.1433E+11,0.8391
201602,040072,Cliente 300,1.25973E+11,0.6685
201606,040002,Cliente 500,1.45998E+11,0.6867
201605,040072,Cliente 5,17809818666,0.0953
201509,040044,Cliente 30,28453494393,0.3777
201511,040002,Cliente 14,41359120217,0.2011
201604,040002,Cliente 13,29003491616,0.1464
201509,040014,Cliente 12,40686170492,0.1686
201504,040012,Cliente 170,1.56143E+11,0.528
201612,040072,Cliente 90,1.01642E+11,0.4902
201512,040014,Cliente 5,26983807598,0.1072
201504,040044,Cliente 16,17288891317,0.2767
201612,040012,Cliente 120,1.73273E+11,0.4442
201612,040044,Cliente 160,66691411193,0.6886
201501,040012,Cliente 1,6526329257,0.023
201510,040036,Cliente 4,28698631162,0.2014
201511,040021,Cliente 1000,1.15589E+11,0.9407
201601,040036,Cliente 120,1.49018E+11,0.927
201503,040021,Cliente 20,33161638042,0.2829
201605,040036,Cliente 170,1.50551E+11,0.9494
201610,040072,Cliente 110,98939207194,0.5118
201607,040044,Cliente 1000,87008107824,0.9855
201605,040014,Cliente 18,45287294286,0.1866
201508,040044,Cliente 18,18979982506,0.2794
201603,040002,Cliente 5,13633203592,0.0684
201507,040002,Cliente 80,71705163063,0.3867
201606,040072,Cliente 18,43210995937,0.2289
201611,040014,Cliente 15,56676607832,0.1989
201605,040021,Cliente 90,80340180798,0.5896
201608,040012,Cliente 90,1.49565E+11,0.4078
201508,040012,Cliente 130,1.43024E+11,0.4656
201604,040002,Cliente 170,1.01364E+11,0.5115
201602,040012,Cliente 150,1.70393E+11,0.4997
201503,040012,Cliente 200,1.58576E+11,0.5477
201510,040014,Cliente 40,60585405053,0.2547
201606,040021,Cliente 7,17898386306,0.1322
201601,040072,Cliente 12,33951128904,0.1836
201510,040014,Cliente 7,26710670897,0.1123
201510,040044,Cliente 20,24238797527,0.3238
201604,040012,Cliente 100,1.46577E+11,0.4298
201608,040044,Cliente 17,25652040797,0.2794
201511,040021,Cliente 2,6808463916,0.0554
201508,040044,Cliente 2,5242426368,0.0772
201604,040002,Cliente 90,80238427129,0.4049
201507,040012,Cliente 200,1.58664E+11,0.5298
201501,040036,Cliente 17,70870710706,0.5022
201504,040002,Cliente 170,96229260915,0.5363
201607,040012,Cliente 200,1.97386E+11,0.5363
201612,040021,Cliente 400,1.22272E+11,0.8753
201508,040044,Cliente 14,17004131923,0.2503
201502,040021,Cliente 2,8887469047,0.0712
201608,040002,Cliente 180,1.18613E+11,0.5309
201603,040002,Cliente 2,5934579458,0.0298
201512,040072,Cliente 14,36724334620,0.2018
201606,040072,Cliente 160,1.08783E+11,0.5763
201510,040036,Cliente 12,64637149400,0.4536
201612,040021,Cliente 150,98892850688,0.7079
201606,040036,Cliente 1000,1.58588E+11,0.9927
201503,040014,Cliente 14,32493867205,0.1479
201507,040021,Cliente 1000,1.11547E+11,0.9429
201612,040014,Cliente 130,1.2246E+11,0.4445
201501,040014,Cliente 90,85944011649,0.3907
201510,040012,Cliente 17,59237734488,0.185
201507,040002,Cliente 2,12241390735,0.066
201611,040012,Cliente 10,44512961033,0.1145
201508,040012,Cliente 400,1.9691E+11,0.641
201609,040044,Cliente 18,26927355224,0.2916
201609,040021,Cliente 170,98484336232,0.724
201602,040002,Cliente 17,47287892823,0.2222
201511,040036,Cliente 9,52434803638,0.3716
201607,040012,Cliente 10,49017023117,0.1332
201511,040012,Cliente 15,54618133935,0.1704
201612,040072,Cliente 18,41821118797,0.2017
201511,040072,Cliente 400,1.20611E+11,0.6866
201511,040021,Cliente 1,3732134300,0.0304
201601,040014,Cliente 80,96042010164,0.3774
201611,040012,Cliente 8,37955918150,0.0976
201604,040012,Cliente 300,2.05267E+11,0.602
201505,040021,Cliente 60,57870745079,0.4924
201612,040036,Cliente 14,93696105543,0.5286
201509,040012,Cliente 1000,2.43757E+11,0.7688
201506,040044,Cliente 180,45036947767,0.7023
201611,040002,Cliente 6,23789178725,0.0969
201502,040014,Cliente 500,1.34057E+11,0.6191
201602,040021,Cliente 180,97189765556,0.7482
201505,040002,Cliente 40,55973487750,0.3017
201511,040044,Cliente 19,24085821613,0.3184
201507,040036,Cliente 13,66900550161,0.4448
201512,040002,Cliente 13,40348902946,0.1904
201609,040014,Cliente 200,1.5126E+11,0.5297
201508,040072,Cliente 400,1.16446E+11,0.6817
201506,040044,Cliente 1000,63548175311,0.991
201605,040036,Cliente 12,70999980337,0.4477
201502,040014,Cliente 18,37523548934,0.1733
201611,040036,Cliente 140,1.76004E+11,0.9489
201612,040044,Cliente 7,18707617310,0.1932
201607,040012,Cliente 110,1.62322E+11,0.4411
201510,040021,Cliente 16,29825712051,0.2437
201608,040014,Cliente 5,35174997450,0.1268
201508,040002,Cliente 9,27469558676,0.1434
201506,040014,Cliente 11,38333399557,0.1653
201605,040044,Cliente 100,48979853998,0.5809
201507,040002,Cliente 4,17034791434,0.0919
201503,040044,Cliente 20,15753797589,0.2691
201507,040012,Cliente 10,42138678503,0.1407
201506,040014,Cliente 30,56662281296,0.2443
201609,040036,Cliente 70,1.48231E+11,0.8677
201508,040036,Cliente 150,1.4315E+11,0.9366
201606,040012,Cliente 200,1.95753E+11,0.543
201505,040036,Cliente 50,1.22325E+11,0.7769
201607,040002,Cliente 9,27900608585,0.1249
201509,040072,Cliente 17,36375294320,0.2115
201501,040072,Cliente 60,64013935431,0.373
201609,040072,Cliente 11,28657524299,0.1494
201612,040036,Cliente 170,1.70313E+11,0.9608
201601,040014,Cliente 130,1.13765E+11,0.447
201612,040014,Cliente 3,17091834689,0.062
201512,040021,Cliente 18,32163097498,0.2547
201607,040012,Cliente 4,24645616566,0.067
201609,040044,Cliente 190,66585630815,0.721
201612,040012,Cliente 80,1.48186E+11,0.3799
201603,040002,Cliente 3,8540713782,0.0429
201508,040014,Cliente 12,37773636001,0.1657
201606,040021,Cliente 3,9867293088,0.0729
201609,040072,Cliente 300,1.26877E+11,0.6615
201608,040002,Cliente 100,96126281936,0.4303
201601,040002,Cliente 19,51073058595,0.2357
201606,040072,Cliente 30,57380904129,0.304
201604,040072,Cliente 180,1.07163E+11,0.5824
201503,040014,Cliente 300,1.19591E+11,0.5443
201603,040021,Cliente 500,1.16862E+11,0.8988
201503,040044,Cliente 400,50817660323,0.868
201610,040021,Cliente 140,93811661083,0.6882
201605,040044,Cliente 190,60106020527,0.7128
201612,040072,Cliente 16,38351276765,0.185
201606,040021,Cliente 17,32273206500,0.2384
201610,040002,Cliente 7,22369974535,0.0965
201502,040044,Cliente 5,7359319873,0.1226
201507,040044,Cliente 6,10557846410,0.1609
201504,040072,Cliente 30,46705476286,0.2766
201503,040021,Cliente 2,6971781318,0.0595
201512,040044,Cliente 500,70678946855,0.907
201611,040036,Cliente 13,91066432326,0.491
201609,040012,Cliente 120,1.69608E+11,0.455
201512,040002,Cliente 11,37661038286,0.1777
201503,040012,Cliente 20,62086860073,0.2144
201504,040014,Cliente 10,36616222898,0.1581
201607,040036,Cliente 120,1.45071E+11,0.9248
201507,040072,Cliente 190,99628769640,0.5809
201607,040036,Cliente 20,91808756838,0.5853
201507,040002,Cliente 30,45731711025,0.2467
201510,040021,Cliente 50,55832841587,0.4562
201609,040014,Cliente 6,39709936776,0.1391
201510,040002,Cliente 300,1.24075E+11,0.6198
201610,040014,Cliente 30,83130520102,0.2899
201510,040072,Cliente 60,70209492888,0.4053
201504,040036,Cliente 4,27162623842,0.1736
201502,040044,Cliente 300,48672289764,0.811
201507,040072,Cliente 180,98261640699,0.5729
201507,040021,Cliente 18,32460557446,0.2744
201503,040036,Cliente 70,1.23407E+11,0.8331
201601,040002,Cliente 170,1.17859E+11,0.5438
201509,040036,Cliente 13,67041046870,0.4557
201609,040012,Cliente 20,75217363628,0.2018
201502,040021,Cliente 110,80601609975,0.6457
201604,040012,Cliente 160,1.71359E+11,0.5025
201509,040036,Cliente 9,53210965783,0.3617
201602,040012,Cliente 12,54703419785,0.1604
201611,040036,Cliente 150,1.76839E+11,0.9534
201602,040036,Cliente 140,1.51332E+11,0.941
201501,040002,Cliente 13,26375484373,0.1519
201606,040002,Cliente 6,16488398974,0.0776
201603,040044,Cliente 19,24535765481,0.3055
201507,040044,Cliente 5,9356085799,0.1426
201601,040012,Cliente 40,1.00336E+11,0.2954
201509,040044,Cliente 11,19132573815,0.2539
201609,040072,Cliente 8,22638099867,0.118
201504,040036,Cliente 10,56221884669,0.3594
201607,040002,Cliente 120,1.04173E+11,0.4665
201610,040014,Cliente 6,38295315367,0.1335
201605,040014,Cliente 8,31770448023,0.1309
201612,040021,Cliente 500,1.25637E+11,0.8993
201612,040044,Cliente 80,52000354194,0.5369
201512,040012,Cliente 70,1.16412E+11,0.3606
201604,040044,Cliente 300,66632311035,0.8047
201605,040002,Cliente 2,6906675223,0.0336
201606,040036,Cliente 20,92225169026,0.5773
201503,040036,Cliente 160,1.39144E+11,0.9393
201603,040072,Cliente 1000,1.46959E+11,0.7883
201604,040012,Cliente 9,45470736939,0.1333
201511,040002,Cliente 110,95787294143,0.4657
201601,040044,Cliente 80,46301079848,0.5592
201608,040012,Cliente 12,54246019121,0.1479
201508,040044,Cliente 7,11911754206,0.1754
201608,040012,Cliente 120,1.65993E+11,0.4526
201501,040044,Cliente 12,13090266900,0.2191
201509,040002,Cliente 6,27695633333,0.1386
201510,040012,Cliente 13,50582298380,0.1579
201610,040012,Cliente 9,40655167460,0.1118
201602,040036,Cliente 40,1.20243E+11,0.7477
201505,040036,Cliente 1000,1.56464E+11,0.9937
201610,040072,Cliente 190,1.15461E+11,0.5972
201611,040036,Cliente 14,95056518814,0.5125
201607,040072,Cliente 10,28682310862,0.1484
201501,040012,Cliente 14,50674213079,0.1789
201603,040021,Cliente 60,65089750914,0.5006
201508,040044,Cliente 500,61400829536,0.9039
201505,040002,Cliente 6,21472076360,0.1157
201508,040044,Cliente 1,3402265884,0.0501
201607,040072,Cliente 30,57591815295,0.298
201610,040044,Cliente 110,56807127622,0.6104
201510,040021,Cliente 150,86470003490,0.7065
201510,040072,Cliente 8,22219281741,0.1283
201608,040021,Cliente 120,85587080237,0.6469
201605,040014,Cliente 30,56414247102,0.2324
201606,040012,Cliente 70,1.35712E+11,0.3764
201609,040002,Cliente 150,1.14975E+11,0.5023
201606,040044,Cliente 70,43419127944,0.5041
201507,040044,Cliente 14,16771810652,0.2556
201503,040012,Cliente 5,27157789395,0.0938
201503,040002,Cliente 400,1.23375E+11,0.6799
201608,040002,Cliente 60,76718635872,0.3434
201604,040021,Cliente 5,14413774905,0.1099
201505,040072,Cliente 1,3750572830,0.022
201501,040044,Cliente 19,16363487541,0.2739
201612,040002,Cliente 2,9170142749,0.0376
201612,040036,Cliente 160,1.6969E+11,0.9573
201607,040036,Cliente 40,1.17651E+11,0.75
201508,040072,Cliente 200,1.00787E+11,0.59
201602,040036,Cliente 6,40897158476,0.2543
201501,040044,Cliente 70,29730366159,0.4976
201504,040012,Cliente 2,16142747761,0.0546
201512,040014,Cliente 4,24305856841,0.0966
201603,040002,Cliente 1000,1.53843E+11,0.7723
201510,040044,Cliente 12,19872491366,0.2655
201502,040021,Cliente 160,91343632061,0.7317
201505,040044,Cliente 400,53922690925,0.8673
201601,040044,Cliente 17,26331995093,0.318
201606,040002,Cliente 100,88712979211,0.4173
201606,040044,Cliente 8,16248532573,0.1887
201611,040012,Cliente 60,1.29174E+11,0.3321
201605,040012,Cliente 6,36438471898,0.1033
201612,040002,Cliente 70,88603634696,0.3634
201502,040044,Cliente 14,13955346646,0.2325
201507,040036,Cliente 12,63838037947,0.4244
201601,040012,Cliente 4,26954601361,0.0793
201502,040072,Cliente 170,92784096236,0.5454
201610,040021,Cliente 8,19093800081,0.1401
201510,040014,Cliente 200,1.14386E+11,0.4809
201604,040072,Cliente 6,19774467448,0.1075
201611,040014,Cliente 11,48041467363,0.1686
201609,040002,Cliente 17,41154292745,0.1798
201602,040021,Cliente 13,27640632463,0.2128
201511,040021,Cliente 140,84852833841,0.6906
201507,040044,Cliente 1000,64976055946,0.9902
201607,040002,Cliente 400,1.48815E+11,0.6664
201605,040021,Cliente 60,67491707646,0.4953
201612,040072,Cliente 120,1.1132E+11,0.5369
201602,040021,Cliente 18,33897302251,0.261
201604,040002,Cliente 150,97207901828,0.4906
201511,040036,Cliente 190,1.34633E+11,0.9542
201508,040072,Cliente 17,36476649081,0.2135
201601,040044,Cliente 500,75220729267,0.9085
201510,040044,Cliente 170,52748918629,0.7047
201601,040044,Cliente 18,26974826174,0.3258
201512,040014,Cliente 110,1.05678E+11,0.4198
201608,040072,Cliente 50,70962423465,0.3758
201603,040014,Cliente 19,48272385137,0.2006
201504,040014,Cliente 16,44009189591,0.19
201601,040012,Cliente 12,54514965172,0.1605
201508,040044,Cliente 400,58706728988,0.8643
201506,040014,Cliente 8,34096333783,0.147
201602,040002,Cliente 2,19552328112,0.0919
201607,040012,Cliente 1,7528824792,0.0205
201608,040021,Cliente 8,18167237069,0.1373
201501,040044,Cliente 120,36771316524,0.6155
201507,040021,Cliente 40,48316423919,0.4084
201605,040072,Cliente 110,95407346842,0.5107
201508,040012,Cliente 1000,2.35221E+11,0.7657
201512,040036,Cliente 80,1.31944E+11,0.8713
201607,040014,Cliente 4,23175872970,0.0861
201604,040002,Cliente 130,92415465710,0.4664
201507,040036,Cliente 5,33853841226,0.2251
201507,040021,Cliente 8,19911725182,0.1683
201502,040044,Cliente 500,54598229795,0.9097
201504,040012,Cliente 190,1.61181E+11,0.545
201506,040021,Cliente 2,7570716538,0.0639
201602,040002,Cliente 3,22596210340,0.1062
201509,040036,Cliente 19,81782672128,0.5559
201506,040002,Cliente 1,8925150396,0.0487
201603,040014,Cliente 200,1.18037E+11,0.4905
201507,040014,Cliente 130,99291007258,0.4324
201610,040021,Cliente 19,34779331811,0.2551
201604,040072,Cliente 12,32936871346,0.179
201608,040044,Cliente 40,37453971266,0.4079
201602,040072,Cliente 10,30435707932,0.1615
201607,040014,Cliente 5,28113754911,0.1044
201604,040021,Cliente 130,88902185306,0.6777
201602,040002,Cliente 70,85021347933,0.3996
201608,040012,Cliente 50,1.16108E+11,0.3166
201602,040021,Cliente 170,95630120193,0.7362
201509,040072,Cliente 60,70274031413,0.4087
201612,040002,Cliente 170,1.274E+11,0.5226
201509,040002,Cliente 1,14238544223,0.0713
201507,040012,Cliente 20,62446894854,0.2085
201502,040012,Cliente 17,55764338761,0.1974
201610,040002,Cliente 4,15198540004,0.0655
201605,040044,Cliente 1,3512766162,0.0417
201507,040021,Cliente 19,33460557446,0.2828
201505,040002,Cliente 50,62075474645,0.3346
201505,040014,Cliente 12,41533863859,0.1779
201507,040002,Cliente 19,36660749480,0.1977
201509,040012,Cliente 190,1.69055E+11,0.5332
201608,040012,Cliente 5,29000490945,0.0791
201611,040012,Cliente 1,6400283485,0.0165
201601,040044,Cliente 16,25681550594,0.3102
201601,040021,Cliente 12,25545183117,0.1975
201505,040002,Cliente 150,96614904270,0.5207
201511,040014,Cliente 19,47809107620,0.1964
201601,040072,Cliente 17,41940390455,0.2268
201503,040002,Cliente 3,15303509639,0.0843
201511,040072,Cliente 7,19810758755,0.1128
201607,040014,Cliente 17,57753839972,0.2145
201502,040021,Cliente 120,83212788355,0.6666
201611,040012,Cliente 19,68161749852,0.1753
201508,040072,Cliente 120,87304531394,0.5111
201606,040014,Cliente 2,12315774634,0.0481
201509,040072,Cliente 40,58110867800,0.3379
201508,040012,Cliente 7,34282885170,0.1116
201601,040036,Cliente 170,1.53149E+11,0.9527
201505,040012,Cliente 1000,2.32306E+11,0.7754
201607,040044,Cliente 200,63475060896,0.7189
201509,040036,Cliente 40,1.08097E+11,0.7348
201602,040036,Cliente 300,1.57933E+11,0.982
201611,040021,Cliente 40,55978914121,0.4005
201606,040021,Cliente 190,1.02593E+11,0.7579
201603,040072,Cliente 30,58479171496,0.3137
201502,040014,Cliente 400,1.27287E+11,0.5878
201601,040036,Cliente 15,78187468170,0.4864
201608,040021,Cliente 1,3887008630,0.0294
201511,040072,Cliente 180,1.0218E+11,0.5817
201512,040044,Cliente 6,14224559546,0.1825
201502,040036,Cliente 14,61304311947,0.44
201501,040036,Cliente 160,1.31768E+11,0.9338
201506,040044,Cliente 11,14234426017,0.222
201511,040036,Cliente 4,28930213433,0.205
201502,040014,Cliente 10,27748964822,0.1282
201511,040021,Cliente 15,29105109528,0.2369
201511,040012,Cliente 30,79245591524,0.2472
201504,040072,Cliente 3,9550790305,0.0566
201505,040012,Cliente 190,1.61917E+11,0.5404
201611,040044,Cliente 16,25235871623,0.2612
201603,040002,Cliente 6,15980429396,0.0802
201606,040021,Cliente 300,1.13404E+11,0.8378
201606,040072,Cliente 150,1.06784E+11,0.5657
201511,040072,Cliente 120,90769519096,0.5167
201606,040021,Cliente 120,88691120292,0.6552
201607,040012,Cliente 140,1.76125E+11,0.4786
201509,040014,Cliente 100,95781110900,0.397
201509,040012,Cliente 14,56509950710,0.1782
201504,040014,Cliente 6,30511621313,0.1318
201608,040014,Cliente 130,1.33096E+11,0.4799
201503,040036,Cliente 180,1.40535E+11,0.9487
201507,040044,Cliente 1,3013600480,0.0459
201506,040012,Cliente 6,28708977001,0.0978
201605,040072,Cliente 200,1.13322E+11,0.6066
201506,040002,Cliente 50,59521778334,0.3245
201606,040012,Cliente 12,54220998118,0.1504
201512,040014,Cliente 12,41249598629,0.1639
201612,040072,Cliente 170,1.22612E+11,0.5913
201610,040036,Cliente 190,1.6197E+11,0.9626
201610,040072,Cliente 19,42241004293,0.2185
201501,040014,Cliente 50,66795867387,0.3037
201512,040002,Cliente 80,87417139850,0.4125
201502,040072,Cliente 400,1.12161E+11,0.6593
201510,040012,Cliente 90,1.2994E+11,0.4057
201612,040014,Cliente 300,1.53698E+11,0.5578
201612,040021,Cliente 50,62866543194,0.45
201504,040044,Cliente 160,42962508556,0.6876
201501,040012,Cliente 70,1.07633E+11,0.38
201611,040044,Cliente 10,19961057401,0.2066
201606,040002,Cliente 80,80444882327,0.3784
201510,040002,Cliente 130,96832161222,0.4837
201603,040072,Cliente 1,5009724595,0.0269
201502,040072,Cliente 2,6885974522,0.0405
201604,040044,Cliente 60,39378440183,0.4756
201605,040044,Cliente 150,56065828729,0.6649
